run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
ERR10959206	SAMEA112702882	ERX10397838	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10959206/ERR10959206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10959206/ERR10959206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959206/DM00218V1PQ55_S98_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959206/DM00218V1PQ55_S98_L001_R2_001.fastq.gz	
ERR10959207	SAMEA112702883	ERX10397839	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10959207/ERR10959207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10959207/ERR10959207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959207/DM00218V1PQ75_S99_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959207/DM00218V1PQ75_S99_L001_R2_001.fastq.gz	
ERR10959222	SAMEA112702898	ERX10397854	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/022/ERR10959222/ERR10959222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/022/ERR10959222/ERR10959222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959222/DM00228V1PQ65_S114_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959222/DM00228V1PQ65_S114_L001_R2_001.fastq.gz	
ERR10959208	SAMEA112702884	ERX10397840	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/008/ERR10959208/ERR10959208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/008/ERR10959208/ERR10959208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959208/DM00218V1PQ85_S100_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959208/DM00218V1PQ85_S100_L001_R2_001.fastq.gz	
ERR10959211	SAMEA112702887	ERX10397843	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/011/ERR10959211/ERR10959211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/011/ERR10959211/ERR10959211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959211/DM00220V1PQ65_S103_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959211/DM00220V1PQ65_S103_L001_R2_001.fastq.gz	
ERR10959223	SAMEA112702899	ERX10397855	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/023/ERR10959223/ERR10959223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/023/ERR10959223/ERR10959223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959223/DM00229V1PQ16_S115_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959223/DM00229V1PQ16_S115_L001_R2_001.fastq.gz	
ERR10959213	SAMEA112702889	ERX10397845	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/013/ERR10959213/ERR10959213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/013/ERR10959213/ERR10959213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959213/DM00221V1PQ85_S105_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959213/DM00221V1PQ85_S105_L001_R2_001.fastq.gz	
ERR10959217	SAMEA112702893	ERX10397849	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/017/ERR10959217/ERR10959217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/017/ERR10959217/ERR10959217_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959217/DM00224V1PQ61_S109_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959217/DM00224V1PQ61_S109_L001_R2_001.fastq.gz	
ERR10959224	SAMEA112702900	ERX10397856	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10959224/ERR10959224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10959224/ERR10959224_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959224/DM00230V1PQ64_S116_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959224/DM00230V1PQ64_S116_L001_R2_001.fastq.gz	
ERR10959218	SAMEA112702894	ERX10397850	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/018/ERR10959218/ERR10959218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/018/ERR10959218/ERR10959218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959218/DM00224V1PQ74_S110_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959218/DM00224V1PQ74_S110_L001_R2_001.fastq.gz	
ERR10959225	SAMEA112702901	ERX10397857	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10959225/ERR10959225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10959225/ERR10959225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959225/DM00230V1PQ65_S117_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959225/DM00230V1PQ65_S117_L001_R2_001.fastq.gz	
ERR10959229	SAMEA112702905	ERX10397861	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10959229/ERR10959229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10959229/ERR10959229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959229/DM00231V1PQ84_S121_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959229/DM00231V1PQ84_S121_L001_R2_001.fastq.gz	
ERR10959231	SAMEA112702907	ERX10397863	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/031/ERR10959231/ERR10959231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/031/ERR10959231/ERR10959231_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959231/DM00232V1PQ16_S123_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959231/DM00232V1PQ16_S123_L001_R2_001.fastq.gz	
ERR10959227	SAMEA112702903	ERX10397859	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/027/ERR10959227/ERR10959227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/027/ERR10959227/ERR10959227_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959227/DM00230V1PQ75_S119_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959227/DM00230V1PQ75_S119_L001_R2_001.fastq.gz	
ERR10959232	SAMEA112702908	ERX10397864	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/032/ERR10959232/ERR10959232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/032/ERR10959232/ERR10959232_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959232/DM00233V1PQ65_S124_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959232/DM00233V1PQ65_S124_L001_R2_001.fastq.gz	
ERR10959228	SAMEA112702904	ERX10397860	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10959228/ERR10959228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10959228/ERR10959228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959228/DM00231V1PQ46_S120_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959228/DM00231V1PQ46_S120_L001_R2_001.fastq.gz	
ERR10959234	SAMEA112702910	ERX10397866	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10959234/ERR10959234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10959234/ERR10959234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959234/DM00235V1PQ75_S126_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959234/DM00235V1PQ75_S126_L001_R2_001.fastq.gz	
ERR10959230	SAMEA112702906	ERX10397862	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/030/ERR10959230/ERR10959230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/030/ERR10959230/ERR10959230_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959230/DM00231V1PQ85_S122_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959230/DM00231V1PQ85_S122_L001_R2_001.fastq.gz	
ERR10959239	SAMEA112702915	ERX10397871	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10959239/ERR10959239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10959239/ERR10959239_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959239/DM00240V1PQ36_S132_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959239/DM00240V1PQ36_S132_L001_R2_001.fastq.gz	
ERR10959240	SAMEA112702916	ERX10397872	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/040/ERR10959240/ERR10959240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/040/ERR10959240/ERR10959240_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959240/DM00241V1PQ16_S133_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959240/DM00241V1PQ16_S133_L001_R2_001.fastq.gz	
ERR10959236	SAMEA112702912	ERX10397868	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/036/ERR10959236/ERR10959236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/036/ERR10959236/ERR10959236_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959236/DM00237V1PQ75_S129_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959236/DM00237V1PQ75_S129_L001_R2_001.fastq.gz	
ERR10959246	SAMEA112702922	ERX10397878	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/046/ERR10959246/ERR10959246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/046/ERR10959246/ERR10959246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959246/DM00245V1PQ16_S139_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959246/DM00245V1PQ16_S139_L001_R2_001.fastq.gz	
ERR10959237	SAMEA112702913	ERX10397869	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/037/ERR10959237/ERR10959237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/037/ERR10959237/ERR10959237_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959237/DM00238V1PQ55_S130_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959237/DM00238V1PQ55_S130_L001_R2_001.fastq.gz	
ERR10959241	SAMEA112702917	ERX10397873	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10959241/ERR10959241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10959241/ERR10959241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959241/DM00241V1PQ46_S134_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959241/DM00241V1PQ46_S134_L001_R2_001.fastq.gz	
ERR10959242	SAMEA112702918	ERX10397874	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/042/ERR10959242/ERR10959242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/042/ERR10959242/ERR10959242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959242/DM00241V1PQ74_S135_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959242/DM00241V1PQ74_S135_L001_R2_001.fastq.gz	
ERR10959251	SAMEA112702927	ERX10397883	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/051/ERR10959251/ERR10959251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/051/ERR10959251/ERR10959251_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959251/DM00248V1PQ54-55_S144_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959251/DM00248V1PQ54-55_S144_L001_R2_001.fastq.gz	
ERR10959252	SAMEA112702928	ERX10397884	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10959252/ERR10959252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10959252/ERR10959252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959252/DM00249V1PQ16_S145_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959252/DM00249V1PQ16_S145_L001_R2_001.fastq.gz	
ERR10959259	SAMEA112702935	ERX10397891	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10959259/ERR10959259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10959259/ERR10959259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959259/DM00254V1PQ85_S152_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959259/DM00254V1PQ85_S152_L001_R2_001.fastq.gz	
ERR10959262	SAMEA112702938	ERX10397894	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10959262/ERR10959262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10959262/ERR10959262_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959262/DM00255V1PQ36_S155_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959262/DM00255V1PQ36_S155_L001_R2_001.fastq.gz	
ERR10959265	SAMEA112702941	ERX10397897	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10959265/ERR10959265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10959265/ERR10959265_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959265/DM00258V1PQ65_S158_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959265/DM00258V1PQ65_S158_L001_R2_001.fastq.gz	
ERR10959266	SAMEA112702942	ERX10397898	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/066/ERR10959266/ERR10959266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/066/ERR10959266/ERR10959266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959266/DM00259V1PQ26_S159_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959266/DM00259V1PQ26_S159_L001_R2_001.fastq.gz	
ERR10959267	SAMEA112702943	ERX10397899	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/067/ERR10959267/ERR10959267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/067/ERR10959267/ERR10959267_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959267/DM00260V1PQ16_S161_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959267/DM00260V1PQ16_S161_L001_R2_001.fastq.gz	
ERR10959270	SAMEA112702946	ERX10397902	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/070/ERR10959270/ERR10959270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/070/ERR10959270/ERR10959270_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959270/DM00260V1PQ75_S164_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959270/DM00260V1PQ75_S164_L001_R2_001.fastq.gz	
ERR10959274	SAMEA112702950	ERX10397906	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10959274/ERR10959274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10959274/ERR10959274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959274/DM00264V1PQ26_S168_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959274/DM00264V1PQ26_S168_L001_R2_001.fastq.gz	
ERR10959275	SAMEA112702951	ERX10397907	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10959275/ERR10959275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10959275/ERR10959275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959275/DM00264V1PQ74_S169_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959275/DM00264V1PQ74_S169_L001_R2_001.fastq.gz	
ERR10959285	SAMEA112702961	ERX10397917	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/085/ERR10959285/ERR10959285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/085/ERR10959285/ERR10959285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959285/DM00272V1PQ16_S179_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959285/DM00272V1PQ16_S179_L001_R2_001.fastq.gz	
ERR10959289	SAMEA112702965	ERX10397921	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/089/ERR10959289/ERR10959289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/089/ERR10959289/ERR10959289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959289/DM00274V1PQ65_S183_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959289/DM00274V1PQ65_S183_L001_R2_001.fastq.gz	
ERR10959290	SAMEA112702966	ERX10397922	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/090/ERR10959290/ERR10959290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/090/ERR10959290/ERR10959290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959290/DM00274V1PQ85_S184_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959290/DM00274V1PQ85_S184_L001_R2_001.fastq.gz	
ERR10959292	SAMEA112702968	ERX10397924	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/092/ERR10959292/ERR10959292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/092/ERR10959292/ERR10959292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959292/DM00276V1PQ65_S186_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959292/DM00276V1PQ65_S186_L001_R2_001.fastq.gz	
ERR10959294	SAMEA112702970	ERX10397926	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10959294/ERR10959294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10959294/ERR10959294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959294/DM00278V1PQ16_S188_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959294/DM00278V1PQ16_S188_L001_R2_001.fastq.gz	
ERR10959301	SAMEA112702977	ERX10397933	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/001/ERR10959301/ERR10959301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/001/ERR10959301/ERR10959301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959301/DM00280V1PQ54_S4_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959301/DM00280V1PQ54_S4_L001_R2_001.fastq.gz	
ERR10959307	SAMEA112702983	ERX10397939	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10959307/ERR10959307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10959307/ERR10959307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959307/DM00286V1PQ55-54_S10_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959307/DM00286V1PQ55-54_S10_L001_R2_001.fastq.gz	
ERR10959309	SAMEA112702985	ERX10397941	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/009/ERR10959309/ERR10959309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/009/ERR10959309/ERR10959309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959309/DM00288V1PQ55_S12_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959309/DM00288V1PQ55_S12_L001_R2_001.fastq.gz	
ERR10959314	SAMEA112702990	ERX10397946	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/014/ERR10959314/ERR10959314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/014/ERR10959314/ERR10959314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959314/DM00293V1PQ64_S17_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959314/DM00293V1PQ64_S17_L001_R2_001.fastq.gz	
ERR10959315	SAMEA112702991	ERX10397947	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10959315/ERR10959315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10959315/ERR10959315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959315/DM00293V1PQ65_S18_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959315/DM00293V1PQ65_S18_L001_R2_001.fastq.gz	
ERR10959316	SAMEA112702992	ERX10397948	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/016/ERR10959316/ERR10959316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/016/ERR10959316/ERR10959316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959316/DM00293V1PQ84_S19_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959316/DM00293V1PQ84_S19_L001_R2_001.fastq.gz	
ERR10959319	SAMEA112702995	ERX10397951	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10959319/ERR10959319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10959319/ERR10959319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959319/DM00296V1PQ65_S22_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959319/DM00296V1PQ65_S22_L001_R2_001.fastq.gz	
ERR10959324	SAMEA112703000	ERX10397956	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10959324/ERR10959324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10959324/ERR10959324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959324/DM00299V1PQ74_S27_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959324/DM00299V1PQ74_S27_L001_R2_001.fastq.gz	
ERR10959325	SAMEA112703001	ERX10397957	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10959325/ERR10959325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10959325/ERR10959325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959325/DM00300V1PQ64_S28_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959325/DM00300V1PQ64_S28_L001_R2_001.fastq.gz	
