run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
ERR10958804	SAMEA112702480	ERX10397436	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/004/ERR10958804/ERR10958804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/004/ERR10958804/ERR10958804_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958804/DM00013V1PQ73-1_S18_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958804/DM00013V1PQ73-1_S18_L001_R2_001.fastq.gz	
ERR10959141	SAMEA112702817	ERX10397773	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10959141/ERR10959141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10959141/ERR10959141_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959141/DM00168V1PQ55_S30_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959141/DM00168V1PQ55_S30_L001_R2_001.fastq.gz	
ERR10958806	SAMEA112702482	ERX10397438	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10958806/ERR10958806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10958806/ERR10958806_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958806/DM00014V1PQ3_S20_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958806/DM00014V1PQ3_S20_L001_R2_001.fastq.gz	
ERR10959144	SAMEA112702820	ERX10397776	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/044/ERR10959144/ERR10959144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/044/ERR10959144/ERR10959144_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959144/DM00169V1PQ55_S34_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959144/DM00169V1PQ55_S34_L001_R2_001.fastq.gz	
ERR10958807	SAMEA112702483	ERX10397439	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10958807/ERR10958807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10958807/ERR10958807_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958807/DM00014V1PQ64-2_S21_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958807/DM00014V1PQ64-2_S21_L001_R2_001.fastq.gz	
ERR10959153	SAMEA112702829	ERX10397785	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/053/ERR10959153/ERR10959153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/053/ERR10959153/ERR10959153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959153/DM00177V1PQ54_S43_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959153/DM00177V1PQ54_S43_L001_R2_001.fastq.gz	
ERR10958810	SAMEA112702486	ERX10397442	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10958810/ERR10958810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10958810/ERR10958810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958810/DM00016V1PQ16_S24_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958810/DM00016V1PQ16_S24_L001_R2_001.fastq.gz	
ERR10959155	SAMEA112702831	ERX10397787	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10959155/ERR10959155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10959155/ERR10959155_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959155/DM00178V1PQ46_S45_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959155/DM00178V1PQ46_S45_L001_R2_001.fastq.gz	
ERR10958812	SAMEA112702488	ERX10397444	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/012/ERR10958812/ERR10958812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/012/ERR10958812/ERR10958812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958812/DM00017V1PQ16_S26_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958812/DM00017V1PQ16_S26_L001_R2_001.fastq.gz	
ERR10959157	SAMEA112702833	ERX10397789	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/057/ERR10959157/ERR10959157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/057/ERR10959157/ERR10959157_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959157/DM00180V1PQ31_S47_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959157/DM00180V1PQ31_S47_L001_R2_001.fastq.gz	
ERR10958815	SAMEA112702491	ERX10397447	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10958815/ERR10958815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10958815/ERR10958815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958815/DM00018V1PQ74-1_S29_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958815/DM00018V1PQ74-1_S29_L001_R2_001.fastq.gz	
ERR10959160	SAMEA112702836	ERX10397792	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/060/ERR10959160/ERR10959160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/060/ERR10959160/ERR10959160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959160/DM00183V1PQ16_S50_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959160/DM00183V1PQ16_S50_L001_R2_001.fastq.gz	
ERR10959161	SAMEA112702837	ERX10397793	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/061/ERR10959161/ERR10959161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/061/ERR10959161/ERR10959161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959161/DM00184V1PQ16-55_S51_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959161/DM00184V1PQ16-55_S51_L001_R2_001.fastq.gz	
ERR10958817	SAMEA112702493	ERX10397449	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/017/ERR10958817/ERR10958817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/017/ERR10958817/ERR10958817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958817/DM00019V1PQ16_S31_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958817/DM00019V1PQ16_S31_L001_R2_001.fastq.gz	
ERR10958820	SAMEA112702496	ERX10397452	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/020/ERR10958820/ERR10958820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/020/ERR10958820/ERR10958820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958820/DM00020V1PQ26-1_S34_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958820/DM00020V1PQ26-1_S34_L001_R2_001.fastq.gz	
ERR10959162	SAMEA112702838	ERX10397794	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10959162/ERR10959162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10959162/ERR10959162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959162/DM00184V1PQ75_S52_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959162/DM00184V1PQ75_S52_L001_R2_001.fastq.gz	
ERR10958821	SAMEA112702497	ERX10397453	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10958821/ERR10958821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10958821/ERR10958821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958821/DM00021V1PQ11-12-1_S35_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958821/DM00021V1PQ11-12-1_S35_L001_R2_001.fastq.gz	
ERR10959163	SAMEA112702839	ERX10397795	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/063/ERR10959163/ERR10959163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/063/ERR10959163/ERR10959163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959163/DM00185V1PQ75_S53_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959163/DM00185V1PQ75_S53_L001_R2_001.fastq.gz	
ERR10958822	SAMEA112702498	ERX10397454	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/022/ERR10958822/ERR10958822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/022/ERR10958822/ERR10958822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958822/DM00021V1PQ31-41-1_S36_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958822/DM00021V1PQ31-41-1_S36_L001_R2_001.fastq.gz	
ERR10959165	SAMEA112702841	ERX10397797	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10959165/ERR10959165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10959165/ERR10959165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959165/DM00186V1PQ16_S55_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959165/DM00186V1PQ16_S55_L001_R2_001.fastq.gz	
ERR10959166	SAMEA112702842	ERX10397798	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/066/ERR10959166/ERR10959166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/066/ERR10959166/ERR10959166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959166/DM00187V1PQ55-54_S56_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959166/DM00187V1PQ55-54_S56_L001_R2_001.fastq.gz	
ERR10958823	SAMEA112702499	ERX10397455	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/023/ERR10958823/ERR10958823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/023/ERR10958823/ERR10958823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958823/DM00021V1PQ55-1_S37_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958823/DM00021V1PQ55-1_S37_L001_R2_001.fastq.gz	
ERR10959168	SAMEA112702844	ERX10397800	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/068/ERR10959168/ERR10959168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/068/ERR10959168/ERR10959168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959168/DM00188V1PQ74_S58_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959168/DM00188V1PQ74_S58_L001_R2_001.fastq.gz	
ERR10958824	SAMEA112702500	ERX10397456	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10958824/ERR10958824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10958824/ERR10958824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958824/DM00021V1PQ65-1_S38_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958824/DM00021V1PQ65-1_S38_L001_R2_001.fastq.gz	
ERR10959169	SAMEA112702845	ERX10397801	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/069/ERR10959169/ERR10959169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/069/ERR10959169/ERR10959169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959169/DM00189V1PQ53_S59_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959169/DM00189V1PQ53_S59_L001_R2_001.fastq.gz	
ERR10959171	SAMEA112702847	ERX10397803	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10959171/ERR10959171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10959171/ERR10959171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959171/DM00190V1PQ31_S61_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959171/DM00190V1PQ31_S61_L001_R2_001.fastq.gz	
ERR10958825	SAMEA112702501	ERX10397457	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10958825/ERR10958825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10958825/ERR10958825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958825/DM00021V1PQ74-1_S39_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958825/DM00021V1PQ74-1_S39_L001_R2_001.fastq.gz	
ERR10959173	SAMEA112702849	ERX10397805	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10959173/ERR10959173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10959173/ERR10959173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959173/DM00192V1PQ41_S63_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959173/DM00192V1PQ41_S63_L001_R2_001.fastq.gz	
ERR10958828	SAMEA112702504	ERX10397460	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10958828/ERR10958828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10958828/ERR10958828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958828/DM00021V1PQ85-1_S42_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958828/DM00021V1PQ85-1_S42_L001_R2_001.fastq.gz	
ERR10959174	SAMEA112702850	ERX10397806	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10959174/ERR10959174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10959174/ERR10959174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959174/DM00193V1PQ16_S65_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959174/DM00193V1PQ16_S65_L001_R2_001.fastq.gz	
ERR10959177	SAMEA112702853	ERX10397809	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/077/ERR10959177/ERR10959177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/077/ERR10959177/ERR10959177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959177/DM00195V1PQ46_S68_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959177/DM00195V1PQ46_S68_L001_R2_001.fastq.gz	
ERR10958829	SAMEA112702505	ERX10397461	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10958829/ERR10958829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10958829/ERR10958829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958829/DM00022V1PQ16-1_S43_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958829/DM00022V1PQ16-1_S43_L001_R2_001.fastq.gz	
ERR10959181	SAMEA112702857	ERX10397813	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/081/ERR10959181/ERR10959181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/081/ERR10959181/ERR10959181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959181/DM00199V1PQ65_S72_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959181/DM00199V1PQ65_S72_L001_R2_001.fastq.gz	
ERR10958834	SAMEA112702510	ERX10397466	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10958834/ERR10958834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10958834/ERR10958834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958834/DM00024V1PQ41-1_S48_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958834/DM00024V1PQ41-1_S48_L001_R2_001.fastq.gz	
ERR10959186	SAMEA112702862	ERX10397818	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/086/ERR10959186/ERR10959186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/086/ERR10959186/ERR10959186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959186/DM00203V1PQ65_S77_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959186/DM00203V1PQ65_S77_L001_R2_001.fastq.gz	
ERR10959189	SAMEA112702865	ERX10397821	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/089/ERR10959189/ERR10959189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/089/ERR10959189/ERR10959189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959189/DM00205V1PQ85_S80_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959189/DM00205V1PQ85_S80_L001_R2_001.fastq.gz	
ERR10959190	SAMEA112702866	ERX10397822	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/090/ERR10959190/ERR10959190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/090/ERR10959190/ERR10959190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959190/DM00206V1PQ26_S81_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959190/DM00206V1PQ26_S81_L001_R2_001.fastq.gz	
ERR10958841	SAMEA112702517	ERX10397473	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10958841/ERR10958841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10958841/ERR10958841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958841/DM00025V1PQ31-41-1_S55_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958841/DM00025V1PQ31-41-1_S55_L001_R2_001.fastq.gz	
ERR10959196	SAMEA112702872	ERX10397828	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/096/ERR10959196/ERR10959196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/096/ERR10959196/ERR10959196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959196/DM00209V1PQ16_S87_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959196/DM00209V1PQ16_S87_L001_R2_001.fastq.gz	
ERR10958843	SAMEA112702519	ERX10397475	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/043/ERR10958843/ERR10958843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/043/ERR10958843/ERR10958843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958843/DM00026V1PQ85-1_S57_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958843/DM00026V1PQ85-1_S57_L001_R2_001.fastq.gz	
ERR10959198	SAMEA112702874	ERX10397830	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/098/ERR10959198/ERR10959198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/098/ERR10959198/ERR10959198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959198/DM00211V1PQ16-55_S89_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959198/DM00211V1PQ16-55_S89_L001_R2_001.fastq.gz	
ERR10958847	SAMEA112702523	ERX10397479	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/047/ERR10958847/ERR10958847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/047/ERR10958847/ERR10958847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958847/DM00028V1PQ26-1_S61_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958847/DM00028V1PQ26-1_S61_L001_R2_001.fastq.gz	
ERR10959199	SAMEA112702875	ERX10397831	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/099/ERR10959199/ERR10959199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/099/ERR10959199/ERR10959199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959199/DM00212V1PQ55_S90_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959199/DM00212V1PQ55_S90_L001_R2_001.fastq.gz	
ERR10959209	SAMEA112702885	ERX10397841	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/009/ERR10959209/ERR10959209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/009/ERR10959209/ERR10959209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959209/DM00219V1PQ16_S101_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959209/DM00219V1PQ16_S101_L001_R2_001.fastq.gz	
ERR10958850	SAMEA112702526	ERX10397482	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/050/ERR10958850/ERR10958850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/050/ERR10958850/ERR10958850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958850/DM00030V1PQ31-1_S64_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958850/DM00030V1PQ31-1_S64_L001_R2_001.fastq.gz	
ERR10959210	SAMEA112702886	ERX10397842	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10959210/ERR10959210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10959210/ERR10959210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959210/DM00220V1PQ46_S102_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959210/DM00220V1PQ46_S102_L001_R2_001.fastq.gz	
ERR10958851	SAMEA112702527	ERX10397483	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/051/ERR10958851/ERR10958851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/051/ERR10958851/ERR10958851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958851/DM00030V1PQ55-1_S65_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958851/DM00030V1PQ55-1_S65_L001_R2_001.fastq.gz	
ERR10959212	SAMEA112702888	ERX10397844	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/012/ERR10959212/ERR10959212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/012/ERR10959212/ERR10959212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959212/DM00221V1PQ55_S104_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10959212/DM00221V1PQ55_S104_L001_R2_001.fastq.gz	
ERR10958852	SAMEA112702528	ERX10397484	PRJEB60354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10958852/ERR10958852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10958852/ERR10958852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958852/DM00031V1PQ26-1_S66_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR109/ERR10958852/DM00031V1PQ26-1_S66_L001_R2_001.fastq.gz	
